"No"	"Study_ID"	"Sample_No"	"Sample_NoR"	"Reference"	"Publication_Year"	"Publication_Type"	"Design_for_Effect_Size"	"Effect_Size_Design_Code"	"Study_Design_Code"	"Experiment_Dummy"	"PrePost_within_Experiment_Dummy"	"Treatment_PrePost_Dummy"	"Control_PrePost_Dummy"	"Control_Random_Assignment_Dummy"	"Pharmacologic_vs._Psychosocial_intervention"	"Intervention_Type_Code"	"Clinical_vs._Nonclinical"	"Sample_Type_Code"	"Intervention_Type"	"Intervention_Type_recode"	"Ongoing_Patient_Dummy"	"Pharmacological_Intervention_Dummy"	"CognitiveBehavioral_Therapy_Dummy"	"SupportiveHumanistic_Therapy_Dummy"	"Psychoanalytic_Therapy_Dummy"	"Hospitalization_NOS_Dummy"	"Mixed_Interventionn_Dummy"	"Other_Dummy"	"Client_mean_age"	"Sample_size"	"Male_N"	"Female_N"	"FemaleP"	"Overall_N"	"Treatment_N"	"Control_N"	"Full_Sample_Dummy"	"Longitudinal_Study_Dummy"	"Full_with_different_Followup_length"	"ExperimentControl_PrePost_Subsample_different_length_not_included"	"Subsample_responders"	"Subsample_nonresponders"	"Notes_on_Sample"	"Duration_of_intervention_weeks"	"Duration_of_Intervention"	"Followup_time"	"Followup_time_code"	"Long_term_followup"	"Personality_measure_used"	"Personality_domain_assessed"	"Direction"	"Direction_sign"	"N"	"E"	"O"	"A"	"C"	"Total_Scale"	"Client_type"	"Disorder_type"	"Disorder_Type_code"	"depression_dummy"	"anxiety_dummy"	"personaliity_disorder_dummy"	"eating_disorder_dummy"	"substance_use_dummy"	"mixed_disorders_dummy"	"other_dummy"	"Pretest_Control_Mean"	"Pretest_SD"	"Posttest_Treatment_Mean"	"Posttest_SD"	"Effect_Size_Cohens_d"	"Effect_Size_correct_direction"	"Effect_Size_recomputed"	"Effect_Size_recomputed_correct_direction"	"pvalue"	"Reliability_of_Criterion"	"Sample_SD_of_criterion"	"Population_SD_of_criterion"	"d_to_r"	"corrected_r"	"Corrected_Effect_Size_d"	"Notes"
"1298"	1345	111	182	178	"Grabe, Frommer, Ankerhold, Ulrich, Gröger, Franke, Barnow, Freyberger, & Spitzer (2008)"	2008	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"psychodynamic group therapy"	"mixed"	1	0	0	0	0	0	1	0	"37.799999999999997"	"297 completed"	"158"	"139"	46.8	297	297	297	NA	NA	NA	NA	NA	NA	"patients completed the treatment"	"8 to 12 weeks"	10	"immediate after"	0	0	"Toronto Alexithymia Scale (TAS-20)"	"Alexithymia"	"-"	-1	1	0	0	0	0	1	"inpatients"	"83.2% Personality disorders; 53.2% Depressive disorders; 50.2% Alcohol dependence or abuse; 37.7% Anxiety or adjustment disorder"	6	0	0	0	0	0	1	0	"53.77"	"10.25"	"49.12"	"10.78"	NA	NA	-0.453658536585366	0.453658536585366	"<0.001"	NA	NA	NA	NA	NA	NA	NA
"1114"	1161	90	155	151	"Grave, Calugi, Brambilla, Abbate-Daga, Fassino, & Marchesini (2007)"	2007	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"inpatient cognitive-behavioral treatment"	"CBT"	0	0	1	0	0	0	0	0	"25.54"	"149"	"13"	"136"	91.28	149	149	149	NA	NA	NA	NA	NA	NA	"patients with eating disorders"	"20 weeks"	20	"immediate after"	0	0	"Temperament and Character Inventory (TCI)"	"Novelty seeking"	"+"	1	0	0	0	0	1	0	"inpatients"	"Eating disorders"	4	0	0	0	1	0	0	0	"17.899999999999999"	"6.1"	"17.899999999999999"	"6"	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
"1115"	1162	90	155	151	"Grave, Calugi, Brambilla, Abbate-Daga, Fassino, & Marchesini (2007)"	2007	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"inpatient cognitive-behavioral treatment"	"CBT"	0	0	1	0	0	0	0	0	"25.54"	"149"	"13"	"136"	91.28	149	149	149	NA	NA	NA	NA	NA	NA	"patients with eating disorders"	"20 weeks"	20	"immediate after"	0	0	"Temperament and Character Inventory (TCI)"	"Harm avoidance"	"-"	-1	1	1	0	0	0	0	"inpatients"	"Eating disorders"	4	0	0	0	1	0	0	0	"22"	"6.6"	"19.8"	"7.4"	NA	NA	-0.333333333333333	0.333333333333333	"<0.001"	NA	NA	NA	NA	NA	NA	NA
"1116"	1163	90	155	151	"Grave, Calugi, Brambilla, Abbate-Daga, Fassino, & Marchesini (2007)"	2007	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"inpatient cognitive-behavioral treatment"	"CBT"	0	0	1	0	0	0	0	0	"25.54"	"149"	"13"	"136"	91.28	149	149	149	NA	NA	NA	NA	NA	NA	"patients with eating disorders"	"20 weeks"	20	"immediate after"	0	0	"Temperament and Character Inventory (TCI)"	"Reward dependence"	"+"	1	0	0	0	1	0	0	"inpatients"	"Eating disorders"	4	0	0	0	1	0	0	0	"15.2"	"3.9"	"15"	"3.8"	NA	NA	-0.0512820512820511	-0.0512820512820511	NA	NA	NA	NA	NA	NA	NA	NA
"1117"	1164	90	155	151	"Grave, Calugi, Brambilla, Abbate-Daga, Fassino, & Marchesini (2007)"	2007	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"inpatient cognitive-behavioral treatment"	"CBT"	0	0	1	0	0	0	0	0	"25.54"	"149"	"13"	"136"	91.28	149	149	149	NA	NA	NA	NA	NA	NA	"patients with eating disorders"	"20 weeks"	20	"immediate after"	0	0	"Temperament and Character Inventory (TCI)"	"Persistence"	"+"	1	0	1	0	0	1	0	"inpatients"	"Eating disorders"	4	0	0	0	1	0	0	0	"5.0999999999999996"	"2"	"4.7"	"2"	NA	NA	-0.2	-0.2	"6.0000000000000001E-3"	NA	NA	NA	NA	NA	NA	NA
"1118"	1165	90	155	151	"Grave, Calugi, Brambilla, Abbate-Daga, Fassino, & Marchesini (2007)"	2007	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"inpatient cognitive-behavioral treatment"	"CBT"	0	0	1	0	0	0	0	0	"25.54"	"149"	"13"	"136"	91.28	149	149	149	NA	NA	NA	NA	NA	NA	"patients with eating disorders"	"20 weeks"	20	"immediate after"	0	0	"Temperament and Character Inventory (TCI)"	"Self-directedness"	"+"	1	1	0	0	0	1	0	"inpatients"	"Eating disorders"	4	0	0	0	1	0	0	0	"20.399999999999999"	"8.1"	"24.3"	"8.6"	NA	NA	0.481481481481482	0.481481481481482	"<0.001"	NA	NA	NA	NA	NA	NA	NA
"1119"	1166	90	155	151	"Grave, Calugi, Brambilla, Abbate-Daga, Fassino, & Marchesini (2007)"	2007	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"inpatient cognitive-behavioral treatment"	"CBT"	0	0	1	0	0	0	0	0	"25.54"	"149"	"13"	"136"	91.28	149	149	149	NA	NA	NA	NA	NA	NA	"patients with eating disorders"	"20 weeks"	20	"immediate after"	0	0	"Temperament and Character Inventory (TCI)"	"Cooperativeness"	"+"	1	0	0	0	1	0	0	"inpatients"	"Eating disorders"	4	0	0	0	1	0	0	0	"30.4"	"6.3"	"30.4"	"6.9"	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA
"1120"	1167	90	155	151	"Grave, Calugi, Brambilla, Abbate-Daga, Fassino, & Marchesini (2007)"	2007	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"inpatient cognitive-behavioral treatment"	"CBT"	0	0	1	0	0	0	0	0	"25.54"	"149"	"13"	"136"	91.28	149	149	149	NA	NA	NA	NA	NA	NA	"patients with eating disorders"	"20 weeks"	20	"immediate after"	0	0	"Temperament and Character Inventory (TCI)"	"Self-transcendence"	"+"	1	0	0	0	0	0	0	"inpatients"	"Eating disorders"	4	0	0	0	1	0	0	0	"12.4"	"5.7"	"10.7"	"5.8"	NA	NA	-0.298245614035088	-0.298245614035088	"<0.001"	NA	NA	NA	NA	NA	NA	NA
"698"	698	53	97	100	"Griens, Jonker, Spinhoven, Blom (2002)"	2002	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic (antidepressants) and/or Psycho-social (Psychotherapy)"	NA	"clinical"	2	NA	"phar and or therapy"	0	0	0	0	0	0	1	0	"41.9"	"80 completed"	"34"	"46"	57.5	80	80	80	1	0	1	0	0	0	"All patients with a depressive disorder"	"12 weeks"	12	"immediate after"	0	0	"NEO-FFI"	"Neuroticism"	"-"	-1	1	0	0	0	0	0	"outpatients (ambulatory and day care patients)"	"Depressive disorder"	1	1	0	0	0	0	0	0	"45.9"	"6.7"	"42.8"	NA	-0.654337618411432	0.654337618411432	-0.462686567164179	0.462686567164179	NA	NA	4.73761543394987	NA	0.310949847769298	NA	0.654337618411432	"post-test SD not reported; F(1, 79) = 14.010, p < 0.001"
"699"	699	53	97	100	"Griens, Jonker, Spinhoven, Blom (2002)"	2002	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic (antidepressants) and/or Psycho-social (Psychotherapy)"	NA	"clinical"	2	NA	"phar and or therapy"	0	0	0	0	0	0	1	0	"41.9"	"80 completed"	"34"	"46"	57.5	80	80	80	1	0	1	0	0	0	"All patients with a depressive disorder"	"12 weeks"	12	"immediate after"	0	0	"NEO-FFI"	"Extraversion"	"+"	1	0	1	0	0	0	0	"outpatients (ambulatory and day care patients)"	"Depressive disorder"	1	1	0	0	0	0	0	0	"32"	"7.7"	"33.6"	NA	0.293862558415189	0.293862558415189	0.207792207792208	0.207792207792208	NA	NA	5.44472221513642	NA	0.145370471146858	NA	0.293862558415189	"post-test SD not reported; F(1, 79) = 5.576, p < 0.05"
"1556"	1603	141	234	230	"Gude & Hoffart (2008)"	2008	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"psychodynamic/cognitive therapy"	NA	1	0	0	0	0	0	1	0	"39.1"	"18 in psychodynamic group, 13 completed follow-up assessment; 24 in cognitive therapy group"	"6"	"12"	67	18	18	18	NA	NA	NA	NA	NA	NA	"patients in psychodynamic group"	"12 weeks"	12	"immediate after"	0	0	"IIP"	"IIP score"	"-"	-1	0	0	0	0	0	0	"inpatients"	"Cluster C diagnosis"	3	0	0	1	0	0	0	0	"2.09"	"0.41"	"1.59"	"0.46"	NA	NA	-1.21951219512195	1.21951219512195	NA	NA	NA	NA	NA	NA	NA	"effect size: 1.15"
"1557"	1604	141	234	230	"Gude & Hoffart (2008)"	2008	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"psychodynamic/cognitive therapy"	NA	1	0	0	0	0	0	1	0	"39.1"	"18 in psychodynamic group, 13 completed follow-up assessment; 24 in cognitive therapy group"	"6"	"12"	67	13	13	13	NA	NA	NA	NA	NA	NA	"patients in psychodynamic group"	"12 weeks"	12	"1 year"	2	1	"IIP"	"IIP score"	"-"	-1	1	0	0	0	0	1	"inpatients"	"Cluster C diagnosis"	3	0	0	1	0	0	0	0	"2.09"	"0.41"	"1.85"	"0.46"	NA	NA	-0.585365853658536	0.585365853658536	NA	NA	NA	NA	NA	NA	NA	"effect size: 0.55"
"1558"	1605	141	235	231	"Gude & Hoffart (2008)"	2008	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"psychodynamic/cognitive therapy"	NA	1	0	0	0	0	0	1	0	"40.799999999999997"	"18 in psychodynamic group, 13 completed follow-up assessment; 24 in cognitive therapy group"	"7"	"17"	71	24	24	24	NA	NA	NA	NA	NA	NA	"patients in cognitive therapy group"	"11 weeks"	11	"immediate after"	0	0	"IIP"	"IIP score"	"-"	-1	1	0	0	0	0	1	"inpatients"	"Cluster C diagnosis + panic disorder with agoraphobia"	6	0	0	0	0	0	1	0	"1.86"	"0.43"	"1.66"	"0.61"	NA	NA	-0.465116279069768	0.465116279069768	NA	NA	NA	NA	NA	NA	NA	"effect size: 0.38"
"1559"	1606	141	235	231	"Gude & Hoffart (2008)"	2008	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Psycho-social"	"1"	"clinical"	2	"psychodynamic/cognitive therapy"	NA	1	0	0	0	0	0	1	0	"40.799999999999997"	"18 in psychodynamic group, 13 completed follow-up assessment; 24 in cognitive therapy group"	"7"	"17"	71	24	24	24	NA	NA	NA	NA	NA	NA	"patients in cognitive therapy group"	"11 weeks"	11	"1 year"	2	1	"IIP"	"IIP score"	"-"	-1	1	0	0	0	0	1	"inpatients"	"Cluster C diagnosis + panic disorder with agoraphobia"	6	0	0	0	0	0	1	0	"1.86"	"0.43"	"1.36"	"0.7"	NA	NA	-1.16279069767442	1.16279069767442	NA	NA	NA	NA	NA	NA	NA	"effect size: 0.88"
"1196"	1243	99	NA	NA	"Hagen, Nordahl, Kristiansen, & Morken (2005)"	2005	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive group therapy"	"mixed"	1	0	0	0	0	0	1	0	"38.119999999999997"	"15 in treatment group; 17 in waiting list controls"	"7"	"25"	78.13	32	15	17	NA	NA	NA	NA	NA	NA	"treatment group vs. waiting list controls"	"8 weeks"	8	"immediate after"	0	0	"Inventory of Interpersonal Problems 64-Circumplex (IIP-64C)"	"IIP Score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Heterogeneous non-psychotic disorders (most Anxiety disorders and Depressive disorders)"	6	0	0	0	0	0	1	0	"1.28"	"0.68"	"1.18"	"0.76"	NA	NA	-0.143754745107987	0.143754745107987	NA	"0.98"	NA	NA	NA	NA	NA	NA
"1197"	1244	99	NA	NA	"Hagen, Nordahl, Kristiansen, & Morken (2005)"	2005	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive group therapy"	"mixed"	1	0	0	0	0	0	1	0	"38.119999999999997"	"15 in treatment group; 17 in waiting list controls"	"7"	"25"	78.13	32	15	17	NA	NA	NA	NA	NA	NA	"treatment group vs. waiting list controls"	"8 weeks"	8	"immediate after"	0	0	"the Sociotropy-Autonomy Scale (SAS)"	"Autonomy"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Heterogeneous non-psychotic disorders (most Anxiety disorders and Depressive disorders)"	6	0	0	0	0	0	1	0	"60.12"	"14.17"	"58.57"	"18.670000000000002"	NA	NA	-0.0974682119044148	0.0974682119044148	NA	NA	NA	NA	NA	NA	NA	NA
"1198"	1245	99	NA	NA	"Hagen, Nordahl, Kristiansen, & Morken (2005)"	2005	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive group therapy"	"mixed"	1	0	0	0	0	0	1	0	"38.119999999999997"	"15 in treatment group; 17 in waiting list controls"	"7"	"25"	78.13	32	15	17	NA	NA	NA	NA	NA	NA	"treatment group vs. waiting list controls"	"8 weeks"	8	"immediate after"	0	0	"the Sociotropy-Autonomy Scale (SAS)"	"Sociotropy"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Heterogeneous non-psychotic disorders (most Anxiety disorders and Depressive disorders)"	6	0	0	0	0	0	1	0	"69.12"	"13.99"	"60.14"	"22.52"	NA	NA	-0.50220261748953	0.50220261748953	NA	NA	NA	NA	NA	NA	NA	NA
"1199"	1246	99	165	161	"Hagen, Nordahl, Kristiansen, & Morken (2005)"	2005	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive group therapy"	"mixed"	1	0	0	0	0	0	1	0	"37.33"	"15"	"4"	"11"	73.33	15	15	15	NA	NA	NA	NA	NA	NA	"cognitive group therapy group"	"8 weeks"	8	"immediate after"	0	0	"Inventory of Interpersonal Problems 64-Circumplex (IIP-64C)"	"IIP Score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Heterogeneous non-psychotic disorders (most Anxiety disorders and Depressive disorders)"	6	0	0	0	0	0	1	0	"1.22"	"0.63"	"1.18"	"0.76"	NA	NA	-0.06	0.06	NA	"0.98"	NA	NA	NA	NA	NA	NA
"1200"	1247	99	165	161	"Hagen, Nordahl, Kristiansen, & Morken (2005)"	2005	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive group therapy"	"mixed"	1	0	0	0	0	0	1	0	"37.33"	"15"	"4"	"11"	73.33	15	15	15	NA	NA	NA	NA	NA	NA	"cognitive group therapy group"	"8 weeks"	8	"immediate after"	0	0	"the Sociotropy-Autonomy Scale (SAS)"	"Autonomy"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Heterogeneous non-psychotic disorders (most Anxiety disorders and Depressive disorders)"	6	0	0	0	0	0	1	0	"62.93"	"15.66"	"58.57"	"18.670000000000002"	NA	NA	-0.28	0.28	NA	NA	NA	NA	NA	NA	NA	NA
"1201"	1248	99	165	161	"Hagen, Nordahl, Kristiansen, & Morken (2005)"	2005	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive group therapy"	"mixed"	1	0	0	0	0	0	1	0	"37.33"	"15"	"4"	"11"	73.33	15	15	15	NA	NA	NA	NA	NA	NA	"cognitive group therapy group"	"8 weeks"	8	"immediate after"	0	0	"the Sociotropy-Autonomy Scale (SAS)"	"Sociotropy"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Heterogeneous non-psychotic disorders (most Anxiety disorders and Depressive disorders)"	6	0	0	0	0	0	1	0	"70.8"	"19.16"	"60.14"	"22.52"	NA	NA	-0.56	0.56	NA	NA	NA	NA	NA	NA	NA	NA
"1202"	1249	99	166	162	"Hagen, Nordahl, Kristiansen, & Morken (2005)"	2005	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"control"	"1"	"clinical"	2	"control"	"control"	1	0	0	0	0	0	0	0	"38.82"	"17"	"3"	"14"	82.35	17	17	17	NA	NA	NA	NA	NA	NA	"waiting list controls"	"8 weeks"	8	"immediate after"	0	0	"Inventory of Interpersonal Problems 64-Circumplex (IIP-64C)"	"IIP Score"	"-"	-1	1	0	0	0	0	1	"outpatients"	"Heterogeneous non-psychotic disorders (most Anxiety disorders and Depressive disorders)"	6	0	0	0	0	0	1	0	"1.35"	"0.72"	"1.28"	"0.68"	NA	NA	-0.1	0.1	NA	"0.98"	NA	NA	NA	NA	NA	NA
"1203"	1250	99	166	162	"Hagen, Nordahl, Kristiansen, & Morken (2005)"	2005	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"control"	"1"	"clinical"	2	"control"	"control"	1	0	0	0	0	0	0	0	"38.82"	"17"	"3"	"14"	82.35	17	17	17	NA	NA	NA	NA	NA	NA	"waiting list controls"	"8 weeks"	8	"immediate after"	0	0	"the Sociotropy-Autonomy Scale (SAS)"	"Autonomy"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Heterogeneous non-psychotic disorders (most Anxiety disorders and Depressive disorders)"	6	0	0	0	0	0	1	0	"73.06"	"20.23"	"60.12"	"14.17"	NA	NA	-0.64	0.64	NA	NA	NA	NA	NA	NA	NA	NA
"1204"	1251	99	166	162	"Hagen, Nordahl, Kristiansen, & Morken (2005)"	2005	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"control"	"1"	"clinical"	2	"control"	"control"	1	0	0	0	0	0	0	0	"38.82"	"17"	"3"	"14"	82.35	17	17	17	NA	NA	NA	NA	NA	NA	"waiting list controls"	"8 weeks"	8	"immediate after"	0	0	"the Sociotropy-Autonomy Scale (SAS)"	"Sociotropy"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Heterogeneous non-psychotic disorders (most Anxiety disorders and Depressive disorders)"	6	0	0	0	0	0	1	0	"73.87"	"20.260000000000002"	"69.12"	"13.99"	NA	NA	-0.23	0.23	NA	NA	NA	NA	NA	NA	NA	NA
"45"	45	7	11	11	"Harkness, Bagby, Joffe, & Levitt (2002)"	2002	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Parmacologic (anti-depressant)"	"2"	"Clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.380000000000003"	"26"	"8"	"18"	69.2307692307692	26	26	26	1	0	1	0	0	0	"MD+CMD"	"5 or 12"	8.5	"5 weeks or 12 weeks"	0	0	"NEO-PI (Costa & McCrae, 1989)"	"Neuroticism"	"-"	-1	1	0	0	0	0	0	"outpatients"	"major depression + chronic minor depression"	1	1	0	0	0	0	0	0	"70.11"	"T-score"	"63"	NA	-0.711	0.711	-0.711	0.711	NA	NA	10	NA	0.334963195957821	NA	0.711	"only responders to the 5-week trial or 12-week full period were included"
"46"	46	7	11	11	"Harkness, Bagby, Joffe, & Levitt (2002)"	2002	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Parmacologic (anti-depressant)"	"2"	"Clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.380000000000003"	"26"	"8"	"18"	69.2307692307692	26	26	26	1	0	1	0	0	0	"MD+CMD"	"5 or 12"	8.5	"5 weeks or 12 weeks"	0	0	"NEO-PI (Costa & McCrae, 1989)"	"Extraversion"	"+"	1	0	1	0	0	0	0	"outpatients"	"major depression + chronic minor depression"	1	1	0	0	0	0	0	0	"37.409999999999997"	"T-score"	"44.35"	NA	0.694000000000001	0.694000000000001	0.694000000000001	0.694000000000001	NA	NA	10	NA	0.327824328589153	NA	0.694000000000001	"only responders to the 5-week trial or 12-week full period were included"
"47"	47	7	11	11	"Harkness, Bagby, Joffe, & Levitt (2002)"	2002	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Parmacologic (anti-depressant)"	"2"	"Clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.380000000000003"	"26"	"8"	"18"	69.2307692307692	26	26	26	1	0	1	0	0	0	"MD+CMD"	"5 or 12"	8.5	"5 weeks or 12 weeks"	0	0	"NEO-PI (Costa & McCrae, 1989)"	"Openness to Experience"	"+"	1	0	0	1	0	0	0	"outpatients"	"major depression + chronic minor depression"	1	1	0	0	0	0	0	0	"51.36"	"T-score"	"52.97"	NA	0.161	0.161	0.161	0.161	NA	NA	10	NA	0.0802404308133489	NA	0.161	"only responders to the 5-week trial or 12-week full period were included"
"48"	48	7	11	11	"Harkness, Bagby, Joffe, & Levitt (2002)"	2002	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Parmacologic (anti-depressant)"	"2"	"Clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.380000000000003"	"26"	"8"	"18"	69.2307692307692	26	26	26	1	0	1	0	0	0	"MD+CMD"	"5 or 12"	8.5	"5 weeks or 12 weeks"	0	0	"NEO-PI (Costa & McCrae, 1989)"	"Agreeableness"	"+"	1	0	0	0	1	0	0	"outpatients"	"major depression + chronic minor depression"	1	1	0	0	0	0	0	0	"42.72"	"T-score"	"46.8"	NA	0.408	0.408	0.408	0.408	NA	NA	10	NA	0.199883224230234	NA	0.408	"only responders to the 5-week trial or 12-week full period were included"
"49"	49	7	11	11	"Harkness, Bagby, Joffe, & Levitt (2002)"	2002	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Parmacologic (anti-depressant)"	"2"	"Clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.380000000000003"	"26"	"8"	"18"	69.2307692307692	26	26	26	1	0	1	0	0	0	"MD+CMD"	"5 or 12"	8.5	"5 weeks or 12 weeks"	0	0	"NEO-PI (Costa & McCrae, 1989)"	"Conscientiousness"	"+"	1	0	0	0	0	1	0	"outpatients"	"major depression + chronic minor depression"	1	1	0	0	0	0	0	0	"37.549999999999997"	"T-score"	"40.99"	NA	0.344	0.344	0.344	0.344	NA	NA	10	NA	0.169510870622769	NA	0.344	"only responders to the 5-week trial or 12-week full period were included"
"50"	50	7	12	12	"Harkness, Bagby, Joffe, & Levitt (2002)"	2002	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Parmacologic (anti-depressant)"	"2"	"Clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.94"	"32"	"12"	"20"	62.5	32	32	32	1	0	1	0	0	0	"MD alone"	"5 or 12"	8.5	"5 weeks or 12 weeks"	0	0	"NEO-PI (Costa & McCrae, 1989)"	"Neuroticism"	"-"	-1	1	0	0	0	0	0	"outpatients"	"major depression"	1	1	0	0	0	0	0	0	"65.98"	"T-score"	"59.28"	NA	-0.67	0.67	-0.67	0.67	NA	NA	10	NA	0.317649722808369	NA	0.67	"only responders to the 5-week trial or 12-week full period were included"
"51"	51	7	12	12	"Harkness, Bagby, Joffe, & Levitt (2002)"	2002	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Parmacologic (anti-depressant)"	"2"	"Clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.94"	"32"	"12"	"20"	62.5	32	32	32	1	0	1	0	0	0	"MD alone"	"5 or 12"	8.5	"5 weeks or 12 weeks"	0	0	"NEO-PI (Costa & McCrae, 1989)"	"Extraversion"	"+"	1	0	1	0	0	0	0	"outpatients"	"major depression"	1	1	0	0	0	0	0	0	"39.96"	"T-score"	"43.86"	NA	0.39	0.39	0.39	0.39	NA	NA	10	NA	0.191395051403355	NA	0.39	"only responders to the 5-week trial or 12-week full period were included"
"52"	52	7	12	12	"Harkness, Bagby, Joffe, & Levitt (2002)"	2002	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Parmacologic (anti-depressant)"	"2"	"Clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.94"	"32"	"12"	"20"	62.5	32	32	32	1	0	1	0	0	0	"MD alone"	"5 or 12"	8.5	"5 weeks or 12 weeks"	0	0	"NEO-PI (Costa & McCrae, 1989)"	"Openness to Experience"	"+"	1	0	0	1	0	0	0	"outpatients"	"major depression"	1	1	0	0	0	0	0	0	"49.96"	"T-score"	"50.16"	NA	0.0199999999999996	0.0199999999999996	0.0199999999999996	0.0199999999999996	NA	NA	10	NA	0.00999950003749666	NA	0.0199999999999996	"only responders to the 5-week trial or 12-week full period were included"
"53"	53	7	12	12	"Harkness, Bagby, Joffe, & Levitt (2002)"	2002	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Parmacologic (anti-depressant)"	"2"	"Clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.94"	"32"	"12"	"20"	62.5	32	32	32	1	0	1	0	0	0	"MD alone"	"5 or 12"	8.5	"5 weeks or 12 weeks"	0	0	"NEO-PI (Costa & McCrae, 1989)"	"Agreeableness"	"+"	1	0	0	0	1	0	0	"outpatients"	"major depression"	1	1	0	0	0	0	0	0	"51.62"	"T-score"	"51.81"	NA	0.0190000000000005	0.0190000000000005	0.0190000000000005	0.0190000000000005	NA	NA	10	NA	0.00949957134151484	NA	0.0190000000000005	"only responders to the 5-week trial or 12-week full period were included"
"54"	54	7	12	12	"Harkness, Bagby, Joffe, & Levitt (2002)"	2002	"journal article"	"Pre-Post test"	2	0	0	0	1	0	0	"Parmacologic (anti-depressant)"	"2"	"Clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.94"	"32"	"12"	"20"	62.5	32	32	32	1	0	1	0	0	0	"MD alone"	"5 or 12"	8.5	"5 weeks or 12 weeks"	0	0	"NEO-PI (Costa & McCrae, 1989)"	"Conscientiousness"	"+"	1	0	0	0	0	1	0	"outpatients"	"major depression"	1	1	0	0	0	0	0	0	"41.5"	"T-score"	"44.08"	NA	0.258	0.258	0.258	0.258	NA	NA	10	NA	0.127939868538421	NA	0.258	"only responders to the 5-week trial or 12-week full period were included"
